Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
product-title-here-honey-10,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p50_5bb98508-0bfd-43a8-aa78-1dbcfaefe54b.jpg?v=1594332711,5,,,,,,,,,,,,,,,,,,,,,
product-title-here-honey-2,Product title acc 8,"<p>A long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like.</p>
<p>Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p>
<p> </p>",Giorgio,acc,"Giorgio, gold, gray, magenta, maroon, white",true,Color,white,,,,,1510,0.0,,1,deny,manual,19.00,21.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p39_d36df91e-7bd6-4360-9031-3d26713e36b5.jpg?v=1594332679,1,,false,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-2,,,,,,,,gold,,,,,1511,0.0,,0,deny,manual,19.00,21.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p45_6485b3d1-0f6e-47c5-84c9-00a76861b662.jpg?v=1594332689,2,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-2,,,,,,,,gray,,,,,1512,0.0,,0,deny,manual,19.00,21.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p46_2121bf04-4972-474e-9af9-c297bf06aea6.jpg?v=1594332689,3,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-2,,,,,,,,magenta,,,,,1513,0.0,,0,deny,manual,19.00,21.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p49.jpg?v=1594332689,4,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-2,,,,,,,,maroon,,,,,1514,0.0,,0,deny,manual,19.00,21.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p50.jpg?v=1594332689,5,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-3,Product title acc 7,"<p>As opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like. It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters</p>
<p>If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc</p>
[product_video]2df62ekI9UY[/product_video]",Giorgio,acc,"black, Giorgio, honey, navy, pink, purple, violet",true,Color,navy,,,,,9911,0.0,shopify,1,deny,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p44_496aa930-ae66-48c7-a0a3-060c597487c0.jpg?v=1594332644,1,,false,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-3,,,,,,,,purple,,,,,9912,0.0,shopify,2,deny,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p45_584e9701-fae2-41d0-b059-5f417461fa91.jpg?v=1594332644,2,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-3,,,,,,,,violet,,,,,9913,0.0,shopify,3,deny,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p46_8d158d45-af1d-41e5-a6c4-d3b68af90338.jpg?v=1594332645,3,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-3,,,,,,,,black,,,,,9914,0.0,shopify,4,deny,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p47.jpg?v=1594332645,4,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-3,,,,,,,,pink,,,,,9915,0.0,shopify,5,deny,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p48.jpg?v=1594332645,5,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-4,Product title acc 6,"<p>[short_description]</p>
<meta charset=""utf-8"">
<p><span>All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. </span></p>
<p>[/short_description]</p>
<p>[product_description]</p>
<meta charset=""utf-8"">
<p><span>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</span></p>
<meta charset=""utf-8"">
<p><span>All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable.</span></p>
<meta charset=""utf-8"">
<p><span>The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.</span></p>
<p>[/product_description]</p>
<p>[unique_description_1]</p>
<meta charset=""utf-8"">
<h6>The standard Lorem Ipsum passage, used since the 1500s</h6>
<p>""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""</p>
<h6>Section 1.10.32 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC</h6>
<p>""Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?""</p>
<p>[/unique_description_1]</p>",Giorgio,acc,"blue, Giorgio, green, honey, red",true,Color,red,,,,,111,0.0,shopify,11,deny,manual,99.00,111.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p42_eb36add5-f9dd-4f73-b1f3-ca4befc2e15e.jpg?v=1594332612,1,,false,,"All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. There are many variations of passages of Lorem Ipsum available.",,,,,,,,,,,,,,,kg,,
product-title-here-honey-4,,,,,,,,green,,,,,112,0.0,shopify,9,deny,manual,99.00,111.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p43_e91d97c8-4e69-411a-8b7b-5f0910ed3989.jpg?v=1594332612,2,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-4,,,,,,,,blue,,,,,113,0.0,shopify,5,deny,manual,99.00,111.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p44_e875939d-7eea-4783-927d-5bce0e72f775.jpg?v=1594332612,3,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-4,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p45_66825a06-8b7c-4ddc-a5a2-fa3b9af8ce83.jpg?v=1594332612,4,,,,,,,,,,,,,,,,,,,,,
product-title-here-honey-4,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p46.jpg?v=1594332612,5,,,,,,,,,,,,,,,,,,,,,
product-title-here-honey-5,Product title acc 5,"<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p>
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</p>
[new_products]300[/new_products] [short_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English.</p>
[/short_description] [product_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p>
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</p>
[/product_description]",Giorgio,acc,"gold, gray, honey, l, m, magenta, maroon, navy, xl, xxl",true,Size,m,Color,gold,,,1110,0.0,shopify,12,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p41_708b67c4-18b4-4d73-a0f1-93ea0da75586.jpg?v=1594332587,1,,false,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,m,,gray,,,1111,0.0,shopify,6,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p42_e38d0c53-fc8f-49f1-9724-b200f13357ce.jpg?v=1594332587,2,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,m,,magenta,,,1112,0.0,shopify,8,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p43_7e8ee600-5098-44d4-9e47-748692db6fb1.jpg?v=1594332587,3,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,m,,maroon,,,1113,0.0,shopify,3,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p44_2bd1bb55-74bb-4e1c-b68c-f643e3a1ec71.jpg?v=1594332587,4,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,m,,navy,,,1114,0.0,shopify,10,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p45.jpg?v=1594332587,5,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,l,,gold,,,1115,0.0,shopify,12,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,l,,gray,,,1116,0.0,shopify,15,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,l,,magenta,,,1117,0.0,shopify,14,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,l,,maroon,,,1118,0.0,shopify,10,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,l,,navy,,,1119,0.0,shopify,10,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xl,,gold,,,1120,0.0,shopify,10,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xl,,gray,,,1121,0.0,shopify,15,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xl,,magenta,,,1122,0.0,shopify,11,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xl,,maroon,,,1123,0.0,shopify,13,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xl,,navy,,,1124,0.0,shopify,14,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xxl,,gold,,,1125,0.0,shopify,9,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xxl,,gray,,,1126,0.0,shopify,7,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xxl,,magenta,,,1127,0.0,shopify,8,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xxl,,maroon,,,1128,0.0,shopify,5,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-5,,,,,,,,xxl,,navy,,,1129,0.0,shopify,6,deny,manual,80.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,Product title acc 4,"<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.</p>
<p>On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided.</p>
[short_description]
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</p>
[/short_description] [product_description]
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.</p>
<p>On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided.</p>
[/product_description]",Giorgio,acc,"black, fiber, honey, l, leather, m, metal, orange, pink, purple, resin, s, silver, slag, violet, xl",true,Size,s,Color,purple,Material,metal,1110,1000.0,shopify,11,deny,manual,70.00,85.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p40_c76362db-1a62-4b3b-9387-b2f302be0e4d.jpg?v=1594332543,1,,false,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,purple,,resin,1111,1000.0,shopify,10,deny,manual,69.00,85.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p41_aefeb712-61fe-4b9a-a155-2b9e2a57d1c1.jpg?v=1594332543,2,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,purple,,leather,1112,1000.0,shopify,8,deny,manual,68.00,85.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p42_aa642d42-f044-4427-bff6-2ff831a48bac.jpg?v=1594332543,3,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,purple,,slag,1113,1000.0,shopify,7,deny,manual,67.00,85.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p43.jpg?v=1594332543,4,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,purple,,fiber,1114,1000.0,shopify,9,deny,manual,64.00,85.00,true,true,"",https://cdn.shopify.com/s/files/1/0430/0079/1201/products/p44.jpg?v=1594332543,5,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,violet,,metal,1115,1000.0,shopify,10,deny,manual,65.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,violet,,resin,1116,1000.0,shopify,5,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,violet,,leather,1117,1000.0,shopify,0,deny,manual,61.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,violet,,slag,1118,1000.0,shopify,2,deny,manual,62.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,violet,,fiber,1119,1000.0,shopify,5,deny,manual,60.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,black,,metal,1120,1000.0,shopify,6,deny,manual,59.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,black,,resin,1121,1000.0,shopify,8,deny,manual,58.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,black,,leather,1122,1000.0,shopify,12,deny,manual,57.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,black,,slag,1123,1000.0,shopify,10,deny,manual,40.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,black,,fiber,1124,1000.0,shopify,9,deny,manual,41.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,pink,,metal,1125,1000.0,shopify,15,deny,manual,42.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,pink,,resin,1126,1000.0,shopify,13,deny,manual,43.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,pink,,leather,1127,1000.0,shopify,9,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,pink,,slag,1128,1000.0,shopify,7,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,pink,,fiber,1129,1000.0,shopify,7,deny,manual,56.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,orange,,metal,1130,1000.0,shopify,0,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,orange,,resin,1131,1000.0,shopify,12,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,orange,,leather,1132,1000.0,shopify,1,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,orange,,slag,1133,1000.0,shopify,1,deny,manual,47.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,s,,orange,,fiber,1134,1000.0,shopify,1,deny,manual,49.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,purple,,metal,1135,1000.0,shopify,5,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,purple,,resin,1136,1000.0,shopify,6,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,purple,,leather,1137,1000.0,shopify,7,deny,manual,53.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,purple,,slag,1138,1000.0,shopify,8,deny,manual,56.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,purple,,fiber,1139,1000.0,shopify,10,deny,manual,57.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,violet,,metal,1140,1000.0,shopify,14,deny,manual,60.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,violet,,resin,1141,1000.0,shopify,15,deny,manual,70.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,violet,,leather,1142,1000.0,shopify,13,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,violet,,slag,1143,1000.0,shopify,14,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,violet,,fiber,1144,1000.0,shopify,13,deny,manual,66.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,black,,metal,1145,1000.0,shopify,8,deny,manual,55.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,black,,resin,1146,1000.0,shopify,7,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,black,,leather,1147,1000.0,shopify,5,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,black,,slag,1148,1000.0,shopify,14,deny,manual,53.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,black,,fiber,1149,1000.0,shopify,11,deny,manual,54.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,pink,,metal,1150,1000.0,shopify,0,deny,manual,54.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,pink,,resin,1151,1000.0,shopify,11,deny,manual,51.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,pink,,leather,1152,1000.0,shopify,11,deny,manual,52.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,pink,,slag,1153,1000.0,shopify,11,deny,manual,53.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,pink,,fiber,1154,1000.0,shopify,9,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,orange,,metal,1155,1000.0,shopify,9,deny,manual,48.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,orange,,resin,1156,1000.0,shopify,9,deny,manual,49.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,orange,,leather,1157,1000.0,shopify,9,deny,manual,41.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,orange,,slag,1158,1000.0,shopify,9,deny,manual,40.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,m,,orange,,fiber,1159,1000.0,shopify,9,deny,manual,41.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,purple,,metal,1160,1000.0,shopify,2,deny,manual,42.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,purple,,resin,1161,1000.0,shopify,3,deny,manual,43.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,purple,,leather,1162,1000.0,shopify,4,deny,manual,44.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,purple,,slag,1163,1000.0,shopify,5,deny,manual,45.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,purple,,fiber,1164,1000.0,shopify,6,deny,manual,46.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,violet,,metal,1165,1000.0,shopify,7,deny,manual,47.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,violet,,resin,1166,1000.0,shopify,8,deny,manual,48.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
product-title-here-honey-6,,,,,,,,l,,violet,,leather,1167,1000.0,shopify,0,deny,manual,49.00,85.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,
